country_iso3,country_name,date,country_no2_index_daily_average,country_no2_index_14dma_average,country_no2_index_28dma_average
JPN,Japan,2024-07-01,2.8613253185458224e-5,2.941695046196308e-5,3.0359406888419132e-5
JPN,Japan,2024-08-01,3.0923620622278614e-5,3.0888577699132394e-5,3.068413499944762e-5
JPN,Japan,2024-09-01,3.589712177666115e-5,3.44604237602284e-5,3.3188421932349e-5
JPN,Japan,2024-10-01,4.2033715214397054e-5,4.004880654554831e-5,3.828894714665468e-5
JPN,Japan,2024-11-01,5.219765682433815e-5,5.0367348936096076e-5,4.852094159261967e-5
JPN,Japan,2024-12-01,5.8288432769661383e-5,5.807343516155561e-5,5.6343723109844476e-5
JPN,Japan,2025-01-01,5.560811275004859e-5,5.530512228584762e-5,5.616866999371212e-5
JPN,Japan,2025-02-01,5.2650842133784384e-5,5.379368613458985e-5,5.3524910893900365e-5
JPN,Japan,2025-03-01,4.327635187169144e-5,4.458762510475812e-5,4.715650616932783e-5
JPN,Japan,2025-04-01,4.08577169925477e-5,4.2359023385920315e-5,4.360545095316192e-5
JPN,Japan,2025-05-01,3.483131123219151e-5,3.585534706964262e-5,3.70011176031477e-5
JPN,Japan,2025-06-01,3.2051917034726864e-5,3.2071573693240366e-5,3.246195523730452e-5
JPN,Japan,2025-07-01,3.059590335844214e-5,3.0665743549910775e-5,3.170558290766995e-5
JPN,Japan,2025-08-01,3.2146539132786903e-5,3.192705608917381e-5,3.1069961725822206e-5
JPN,Japan,2025-09-01,3.4064802112906603e-5,3.363964688898508e-5,3.323984176236156e-5
JPN,Japan,2025-10-01,3.760743021030622e-5,3.676770732656869e-5,3.5888864940015246e-5
JPN,Japan,2025-11-01,5.260497402405489e-5,5.0096397300707805e-5,4.561737196763397e-5
JPN,Japan,2025-12-01,6.086978871534195e-5,6.05523330494063e-5,5.938173614635225e-5
JPN,Japan,2026-01-01,5.6127267318342314e-5,5.496232198419526e-5,5.542321467635459e-5
JPN,Japan,2026-02-01,5.602304280432677e-5,5.781901075371383e-5,5.932779380547416e-5
JPN,Japan,2026-03-01,4.403373137255832e-5,4.4678073494475494e-5,4.665050221153388e-5
JPN,Japan,2026-04-01,3.59426864379211e-5,4.084130647518967e-5,4.3539513201864514e-5
