country_iso3,country_name,date,country_no2_index_daily_average,country_no2_index_14dma_average,country_no2_index_28dma_average
KOR,South Korea,2023-08-01,4.8748049414822076e-5,4.838238187029881e-5,4.846258604145781e-5
KOR,South Korea,2023-09-01,5.465919957226441e-5,5.373325494047898e-5,5.155743403982955e-5
KOR,South Korea,2023-10-01,7.854725669730647e-5,7.309090072121655e-5,6.82806935718102e-5
KOR,South Korea,2023-11-01,9.055021218327326e-5,8.605194517561205e-5,8.289840220241098e-5
KOR,South Korea,2023-12-01,8.454730011026639e-5,8.682182756991772e-5,8.969295354444255e-5
KOR,South Korea,2024-01-01,9.772524022206188e-5,9.303850468171745e-5,8.909796920760532e-5
KOR,South Korea,2024-02-01,8.361972887649513e-5,9.045881482599367e-5,9.687992207145053e-5
KOR,South Korea,2024-03-01,7.49787397087711e-5,7.51912425880947e-5,7.605245846311821e-5
KOR,South Korea,2024-04-01,7.427442837191025e-5,7.361130813472647e-5,7.554463441202395e-5
KOR,South Korea,2024-05-01,5.199828832892228e-5,5.63962953258221e-5,5.920079236396985e-5
KOR,South Korea,2024-06-01,6.109921937949327e-5,5.980984497809809e-5,5.644383642008984e-5
KOR,South Korea,2024-07-01,4.0119695510812314e-5,4.6767712799731086e-5,5.279903421139914e-5
KOR,South Korea,2024-08-01,4.047923812124932e-5,3.8891217119721586e-5,3.943064782012619e-5
KOR,South Korea,2024-09-01,5.0164541438143834e-5,4.774747092562947e-5,4.5690930434193624e-5
KOR,South Korea,2024-10-01,7.710055494903261e-5,6.862405726796005e-5,6.181827008278941e-5
KOR,South Korea,2024-11-01,9.009588872701025e-5,9.284107052892062e-5,8.954171137852948e-5
KOR,South Korea,2024-12-01,1.0938263612503038e-4,1.0487615235371107e-4,1.007531116773202e-4
KOR,South Korea,2025-01-01,1.001201282347299e-4,1.045306775115728e-4,1.0481658877428488e-4
KOR,South Korea,2025-02-01,8.868219888725591e-5,8.380060382674643e-5,8.946662640763968e-5
KOR,South Korea,2025-03-01,7.96040892585059e-5,8.49349020933048e-5,8.687443926063642e-5
KOR,South Korea,2025-04-01,6.445888128987343e-5,6.888405816140222e-5,7.289931630041054e-5
KOR,South Korea,2025-05-01,5.9320960850261214e-5,5.8168162072370135e-5,5.7734454329418826e-5
KOR,South Korea,2025-06-01,4.776917210291947e-5,5.1894857173300494e-5,5.466868212237571e-5
KOR,South Korea,2025-07-01,4.129468851319069e-5,4.155914607639099e-5,4.333868849833968e-5
KOR,South Korea,2025-08-01,4.3256554584301964e-5,4.3507548038495324e-5,4.340384418267018e-5
KOR,South Korea,2025-09-01,5.5240273953919655e-5,5.0742939270448396e-5,4.778169530411237e-5
KOR,South Korea,2025-10-01,5.6536731253226824e-5,5.3196990259797885e-5,5.385245856571677e-5
KOR,South Korea,2025-11-01,8.83915444627543e-5,8.50926363077844e-5,7.606714600224843e-5
KOR,South Korea,2025-12-01,8.94537769498047e-5,8.999018570477927e-5,9.073837236700887e-5
KOR,South Korea,2026-01-01,9.679074593777364e-5,9.243194989863669e-5,9.022819281388705e-5
KOR,South Korea,2026-02-01,8.415754193525218e-5,8.828312545237056e-5,9.303497293799363e-5
KOR,South Korea,2026-03-01,8.05067556452361e-5,8.333090195437561e-5,8.176724439125318e-5
KOR,South Korea,2026-04-01,6.557821126671755e-5,6.866319876384034e-5,8.026434618673175e-5
