country_iso3,country_name,date,country_no2_index,n_cities_total,n_cities_with_value,average_data_coverage
IDN,Indonesia,2019-02-18,1.9893716610339544e-5,25,25,0.29129342403628117
IDN,Indonesia,2019-02-19,1.9818706902053294e-5,25,25,0.27448344671201813
IDN,Indonesia,2019-02-20,1.993949596011134e-5,25,25,0.21806349206349207
IDN,Indonesia,2019-02-21,2.0061672461672423e-5,25,25,0.2653641723356009
IDN,Indonesia,2019-02-22,2.002777705218665e-5,25,25,0.29301950113378683
IDN,Indonesia,2019-02-23,2.0449349694285583e-5,25,25,0.3969877551020408
IDN,Indonesia,2019-02-24,2.030132608248314e-5,25,25,0.3292235827664399
IDN,Indonesia,2019-02-25,2.047830564945732e-5,25,25,0.34462857142857145
IDN,Indonesia,2019-02-26,2.0510692831971497e-5,25,25,0.5106086167800453
IDN,Indonesia,2019-02-27,2.060781802053041e-5,25,25,0.3799392290249433
IDN,Indonesia,2019-02-28,2.072413405666365e-5,25,25,0.26710294784580496
IDN,Indonesia,2019-03-01,2.06607224956392e-5,25,25,0.12698775510204083
IDN,Indonesia,2019-03-02,2.0633542764876972e-5,25,25,0.25108480725623583
IDN,Indonesia,2019-03-03,2.0773348677818507e-5,25,25,0.17499410430839002
IDN,Indonesia,2019-03-04,2.0761449270031666e-5,25,25,0.30332517006802723
IDN,Indonesia,2019-03-05,2.0809497464481823e-5,25,25,0.25215419501133784
IDN,Indonesia,2019-03-06,2.0767078203111453e-5,25,25,0.06462494331065759
IDN,Indonesia,2019-03-07,2.0796376442019824e-5,25,25,0.07368526077097506
IDN,Indonesia,2019-03-08,2.0729799348294767e-5,25,25,0.2177215419501134
IDN,Indonesia,2019-03-09,2.0701161783040822e-5,25,25,0.3050358276643991
IDN,Indonesia,2019-03-10,2.0490287240900304e-5,25,25,0.2258548752834467
IDN,Indonesia,2019-03-11,2.0421179777384968e-5,25,25,0.19399637188208615
IDN,Indonesia,2019-03-12,2.060785031386172e-5,25,25,0.0808126984126984
IDN,Indonesia,2019-03-13,2.0731079683250692e-5,25,25,0.16811700680272107
IDN,Indonesia,2019-03-14,2.083411027385371e-5,25,25,0.24611882086167802
