country_iso3,country_name,date,country_no2_index_daily_average,country_no2_index_14dma_average,country_no2_index_28dma_average
IDN,Indonesia,2023-03-01,2.197608913859675e-5,2.1303575042285442e-5,2.0849901217406105e-5
IDN,Indonesia,2023-04-01,2.4322888131920436e-5,2.3981394582507862e-5,2.3627390158866866e-5
IDN,Indonesia,2023-05-01,2.4130995471926612e-5,2.432713539469114e-5,2.4600163974652993e-5
IDN,Indonesia,2023-06-01,2.4310093588615457e-5,2.4267653759522246e-5,2.4063643155877737e-5
IDN,Indonesia,2023-07-01,2.3746272852981104e-5,2.4411988809928378e-5,2.474337974566699e-5
IDN,Indonesia,2023-08-01,2.267152433318042e-5,2.2132862387244008e-5,2.2280834822641205e-5
IDN,Indonesia,2023-09-01,2.3682379020787118e-5,2.327209995359283e-5,2.3141491701709565e-5
IDN,Indonesia,2023-10-01,2.8575125757375803e-5,2.721804582566679e-5,2.5860554989525917e-5
IDN,Indonesia,2023-11-01,2.8028475876411637e-5,2.9606527173113516e-5,3.0081113425661254e-5
IDN,Indonesia,2023-12-01,2.489589076724811e-5,2.5108059180607207e-5,2.574182910982679e-5
IDN,Indonesia,2024-01-01,2.1540714672571235e-5,2.22656357196754e-5,2.327220590966768e-5
IDN,Indonesia,2024-02-01,2.190359541702645e-5,2.198694820877839e-5,2.1409140792945043e-5
IDN,Indonesia,2024-03-01,2.0812279489435847e-5,2.0541330107467154e-5,2.1049882907838668e-5
IDN,Indonesia,2024-04-01,2.4212776062029487e-5,2.3138106387062755e-5,2.219551513380782e-5
IDN,Indonesia,2024-05-01,2.3696781381999524e-5,2.416622702324212e-5,2.4165182944286557e-5
IDN,Indonesia,2024-06-01,2.2944373000370502e-5,2.343410842692837e-5,2.3658491128359992e-5
IDN,Indonesia,2024-07-01,2.24766479238829e-5,2.283443318687965e-5,2.307027431527221e-5
IDN,Indonesia,2024-08-01,2.3972359462061107e-5,2.3280686771600744e-5,2.2661619960609717e-5
IDN,Indonesia,2024-09-01,2.4953367725571293e-5,2.4227448464176158e-5,2.390898295601738e-5
IDN,Indonesia,2024-10-01,2.372380877811031e-5,2.440394251678351e-5,2.4873535928041787e-5
IDN,Indonesia,2024-11-01,2.4921259193311407e-5,2.5477474029208393e-5,2.5088763754428185e-5
IDN,Indonesia,2024-12-01,2.2645739234174793e-5,2.2364754262791112e-5,2.313174644375822e-5
IDN,Indonesia,2025-01-01,2.001111115325523e-5,2.1043416058619562e-5,2.1356782912355297e-5
IDN,Indonesia,2025-02-01,2.1396005165175985e-5,2.058231419341847e-5,2.0161160311856867e-5
IDN,Indonesia,2025-03-01,2.1702243944646367e-5,2.1967223868785117e-5,2.196075110412101e-5
IDN,Indonesia,2025-04-01,2.309551427571402e-5,2.2322559823086574e-5,2.2033536365974165e-5
IDN,Indonesia,2025-05-01,2.4881967018337006e-5,2.467564670685027e-5,2.427804009854099e-5
IDN,Indonesia,2025-06-01,2.215330319906607e-5,2.3013898601564295e-5,2.3479010053867698e-5
IDN,Indonesia,2025-07-01,2.04563697272489e-5,2.0598495404810895e-5,2.127163691657175e-5
IDN,Indonesia,2025-08-01,2.1643019537155e-5,2.1420914592194444e-5,2.1072640653383792e-5
IDN,Indonesia,2025-09-01,2.2169023079658858e-5,2.169573719067117e-5,2.1606274081259854e-5
IDN,Indonesia,2025-10-01,2.357208694971975e-5,2.3393827223279582e-5,2.294142336411351e-5
IDN,Indonesia,2025-11-01,2.2059723334397292e-5,2.2634475898331166e-5,2.3150264316303237e-5
IDN,Indonesia,2025-12-01,2.250135676593114e-5,2.243809633524429e-5,2.2578959604302778e-5
IDN,Indonesia,2026-01-01,2.037447850090429e-5,2.0946357452751154e-5,2.1401857317972202e-5
IDN,Indonesia,2026-02-01,2.091356587639168e-5,2.0557013001310142e-5,2.0260216322569804e-5
IDN,Indonesia,2026-03-01,2.2830968781478094e-5,2.1844163932828405e-5,2.1368284506709434e-5
IDN,Indonesia,2026-04-01,2.7241983087465372e-5,2.6467111133733966e-5,2.446221937661868e-5
