country_iso3,country_name,date,country_no2_index_daily_average,country_no2_index_14dma_average,country_no2_index_28dma_average
HKG,Hong Kong,2022-06-01,6.343420103616726e-5,5.815269490452756e-5,6.843102154422219e-5
HKG,Hong Kong,2022-07-01,8.946080004388883e-5,8.148057588310542e-5,7.607009089583281e-5
HKG,Hong Kong,2022-08-01,8.5413494645571e-5,8.840417314118995e-5,9.055885572561772e-5
HKG,Hong Kong,2022-09-01,9.964010175544358e-5,1.0409175165590309e-4,9.559605488157922e-5
HKG,Hong Kong,2022-10-01,9.299157886805916e-5,8.703268135735811e-5,8.938146536526472e-5
HKG,Hong Kong,2022-11-01,9.320627185995541e-5,9.666227806987177e-5,9.855893499751576e-5
HKG,Hong Kong,2022-12-01,1.718390029690461e-4,1.5829229832464313e-4,1.4120071682471476e-4
HKG,Hong Kong,2023-01-01,1.214540482820367e-4,1.43052281251699e-4,1.5859299612662806e-4
HKG,Hong Kong,2023-02-01,1.2134563829256263e-4,1.0850087148414282e-4,1.0644105336813827e-4
HKG,Hong Kong,2023-03-01,1.1953115883530825e-4,1.2369100670747845e-4,1.2929197149706408e-4
HKG,Hong Kong,2023-04-01,8.737295338322864e-5,8.536288867793774e-5,9.014081347751243e-5
HKG,Hong Kong,2023-05-01,8.173986151610092e-5,7.347356062649867e-5,7.778375459774155e-5
HKG,Hong Kong,2023-06-01,7.822330839601173e-5,8.449622397514148e-5,8.82983093051841e-5
HKG,Hong Kong,2023-07-01,8.365946345591994e-5,8.058269142320703e-5,7.539040895267523e-5
HKG,Hong Kong,2023-08-01,7.575237841549268e-5,7.818689167961494e-5,8.22570204182442e-5
HKG,Hong Kong,2023-09-01,8.957502195448961e-5,8.459083989198037e-5,8.054824749706592e-5
HKG,Hong Kong,2023-10-01,9.879425140111105e-5,9.641017332524308e-5,9.408470206081162e-5
HKG,Hong Kong,2023-11-01,1.1923161298809964e-4,1.1481853020227183e-4,1.074855554977939e-4
HKG,Hong Kong,2023-12-01,1.9136681586615282e-4,1.5370292178823065e-4,1.4780411624502318e-4
HKG,Hong Kong,2024-01-01,1.5648928007039683e-4,1.799203505091026e-4,1.8240665963708186e-4
HKG,Hong Kong,2024-02-01,7.92506441962861e-5,9.550290574589447e-5,1.153745159337904e-4
HKG,Hong Kong,2024-03-01,8.334368062228853e-5,8.0757143089148e-5,7.880087969149553e-5
HKG,Hong Kong,2024-04-01,7.504144059164756e-5,7.934882182655527e-5,7.897756117861807e-5
HKG,Hong Kong,2024-05-01,9.925651390514587e-5,9.262593452383398e-5,9.09145271369827e-5
HKG,Hong Kong,2024-06-01,4.9638333091591284e-5,6.57836037746881e-5,7.289416057500193e-5
HKG,Hong Kong,2024-07-01,5.735045900421196e-5,5.567153359771418e-5,5.36263402240503e-5
HKG,Hong Kong,2024-08-01,9.353526622643322e-5,8.826264183885517e-5,7.745591386727483e-5
HKG,Hong Kong,2024-09-01,9.456574863619065e-5,9.092422839402926e-5,9.384252977955746e-5
HKG,Hong Kong,2024-10-01,9.646287590172272e-5,9.684408761608166e-5,9.560982666968533e-5
HKG,Hong Kong,2024-11-01,1.3409633144892603e-4,1.1901835455388292e-4,1.1057707300199324e-4
HKG,Hong Kong,2024-12-01,1.7382556460727942e-4,1.736988823478749e-4,1.6170426270786673e-4
HKG,Hong Kong,2025-01-01,1.6291082678717106e-4,1.8095944121464708e-4,1.8768771552047544e-4
HKG,Hong Kong,2025-02-01,1.0509596067409561e-4,9.786923522849752e-5,1.0975891835516206e-4
HKG,Hong Kong,2025-03-01,1.466868948493742e-4,1.425265924852769e-4,1.3374719912818625e-4
HKG,Hong Kong,2025-04-01,1.1611640755758874e-4,1.2948985303852382e-4,1.3862459297942422e-4
HKG,Hong Kong,2025-05-01,8.77018378161432e-5,8.825131210912292e-5,9.385062414634247e-5
HKG,Hong Kong,2025-06-01,7.11331873807305e-5,7.543769954651146e-5,8.177966286003851e-5
HKG,Hong Kong,2025-07-01,8.429345107606187e-5,7.932773702531848e-5,7.324510519228248e-5
HKG,Hong Kong,2025-08-01,7.02575109101161e-5,7.763127138508349e-5,8.120416733488123e-5
HKG,Hong Kong,2025-09-01,8.034826053333254e-5,7.25369099064184e-5,7.31856193104424e-5
HKG,Hong Kong,2025-10-01,8.079265102699297e-5,8.201338078241739e-5,8.072162893432406e-5
HKG,Hong Kong,2025-11-01,1.3951421964599557e-4,1.1890333544679264e-4,1.0540617513634813e-4
HKG,Hong Kong,2025-12-01,1.5397685799634517e-4,1.5729439562431818e-4,1.5232215101593374e-4
HKG,Hong Kong,2026-01-01,1.639173618442727e-4,1.654479980892018e-4,1.6429959384670734e-4
HKG,Hong Kong,2026-02-01,1.1629474372657157e-4,1.2652208116144029e-4,1.439356882865063e-4
HKG,Hong Kong,2026-03-01,9.832910874524027e-5,9.28148689906473e-5,9.463588537478316e-5
HKG,Hong Kong,2026-04-01,7.016129478608764e-5,8.705874762766765e-5,9.993841040550518e-5
